7,D124,2010-04-08 10:07:23.997663,5,10,254,187
6,D124,2010-04-08 10:07:23.997663,5,10,345,290
5,D124,2010-04-08 10:07:23.997663,5,10,62,13
8,D124,2010-04-08 10:07:23.997663,5,10,161,103
7,D124,2010-04-08 10:07:53.996666,4,10,254,199
6,D124,2010-04-08 10:07:53.996666,4,10,345,301
5,D124,2010-04-08 10:07:53.996666,4,10,62,18
8,D124,2010-04-08 10:07:53.996666,4,10,161,109
7,D124,2010-04-08 10:08:13.750674,3,10,254,227
6,D124,2010-04-08 10:08:13.750674,3,10,345,318
5,D124,2010-04-08 10:08:13.750674,3,10,62,31
8,D124,2010-04-08 10:08:13.750674,3,10,161,127
7,D124,2010-04-08 10:08:33.757663,2,10,254,221
6,D124,2010-04-08 10:08:33.757663,2,10,345,317
5,D124,2010-04-08 10:08:33.757663,2,10,62,37
8,D124,2010-04-08 10:08:33.757663,2,10,161,131
7,D124,2010-04-08 10:09:04.343678,1,10,254,194
6,D124,2010-04-08 10:09:04.343678,1,10,345,299
5,D124,2010-04-08 10:09:04.343678,1,10,62,22
8,D124,2010-04-08 10:09:04.343678,1,10,161,112
7,D124,2010-04-08 10:09:29.166676,1,9,254,166
6,D124,2010-04-08 10:09:29.166676,1,9,345,294
5,D124,2010-04-08 10:09:29.166676,1,9,62,11
8,D124,2010-04-08 10:09:29.166676,1,9,161,93
7,D124,2010-04-08 10:09:40.536685,2,9,254,210
6,D124,2010-04-08 10:09:40.536685,2,9,345,318
5,D124,2010-04-08 10:09:40.536685,2,9,62,35
8,D124,2010-04-08 10:09:40.536685,2,9,161,132
7,D124,2010-04-08 10:09:48.504670,3,9,254,231
6,D124,2010-04-08 10:09:48.504670,3,9,345,317
5,D124,2010-04-08 10:09:48.504670,3,9,62,33
8,D124,2010-04-08 10:09:48.504670,3,9,161,132
7,D124,2010-04-08 10:10:05.497706,4,9,254,206
6,D124,2010-04-08 10:10:05.497706,4,9,345,301
5,D124,2010-04-08 10:10:05.497706,4,9,62,21
8,D124,2010-04-08 10:10:05.497706,4,9,161,111
7,D124,2010-04-08 10:10:30.973709,5,9,254,190
6,D124,2010-04-08 10:10:30.973709,5,9,345,291
5,D124,2010-04-08 10:10:30.973709,5,9,62,15
8,D124,2010-04-08 10:10:30.973709,5,9,161,103
7,D124,2010-04-08 10:10:55.988705,5,8,254,150
6,D124,2010-04-08 10:10:55.988705,5,8,345,271
5,D124,2010-04-08 10:10:55.988705,5,8,62,357
8,D124,2010-04-08 10:10:55.988705,5,8,161,78
7,D124,2010-04-08 10:11:06.516692,4,8,254,162
6,D124,2010-04-08 10:11:06.516692,4,8,345,269
5,D124,2010-04-08 10:11:06.516692,4,8,62,351
8,D124,2010-04-08 10:11:06.516692,4,8,161,77
7,D124,2010-04-08 10:11:15.560699,3,8,254,198
6,D124,2010-04-08 10:11:15.560699,3,8,345,299
5,D124,2010-04-08 10:11:15.560699,3,8,62,14
8,D124,2010-04-08 10:11:15.560699,3,8,161,126
7,D124,2010-04-08 10:11:27.253721,2,8,254,80
6,D124,2010-04-08 10:11:27.253721,2,8,345,273
5,D124,2010-04-08 10:11:27.253721,2,8,62,337
8,D124,2010-04-08 10:11:27.253721,2,8,161,15
7,D124,2010-04-08 10:11:38.168683,1,8,254,123
6,D124,2010-04-08 10:11:38.168683,1,8,345,262
5,D124,2010-04-08 10:11:38.168683,1,8,62,345
8,D124,2010-04-08 10:11:38.168683,1,8,161,64
7,D124,2010-04-08 10:11:51.803698,1,7,254,117
6,D124,2010-04-08 10:11:51.803698,1,7,345,263
5,D124,2010-04-08 10:11:51.803698,1,7,62,351
8,D124,2010-04-08 10:11:51.803698,1,7,161,70
7,D124,2010-04-08 10:12:02.686703,2,7,254,59
6,D124,2010-04-08 10:12:02.686703,2,7,345,27
5,D124,2010-04-08 10:12:02.686703,2,7,62,272
8,D124,2010-04-08 10:12:02.686703,2,7,161,342
7,D124,2010-04-08 10:12:15.088692,3,7,254,65
6,D124,2010-04-08 10:12:15.088692,3,7,345,294
5,D124,2010-04-08 10:12:15.088692,3,7,62,347
8,D124,2010-04-08 10:12:15.088692,3,7,161,42
7,D124,2010-04-08 10:12:25.028709,4,7,254,164
6,D124,2010-04-08 10:12:25.028709,4,7,345,269
5,D124,2010-04-08 10:12:25.028709,4,7,62,356
8,D124,2010-04-08 10:12:25.028709,4,7,161,82
7,D124,2010-04-08 10:12:44.641723,5,7,254,156
6,D124,2010-04-08 10:12:44.641723,5,7,345,278
5,D124,2010-04-08 10:12:44.641723,5,7,62,4
8,D124,2010-04-08 10:12:44.641723,5,7,161,90
7,D124,2010-04-08 10:12:55.545745,5,6,254,188
6,D124,2010-04-08 10:12:55.545745,5,6,345,298
5,D124,2010-04-08 10:12:55.545745,5,6,62,18
8,D124,2010-04-08 10:12:55.545745,5,6,161,103
